place_ratings,place_name,category,city,price,rating
1,Museum Tekstil,Budaya,Jakarta,5000,4.5
1,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3
2,Monumen Sanapati,Budaya,Yogyakarta,15000,4.3
2,Pantai Goa Cemara,Bahari,Yogyakarta,4000,4.3
5,Bumi Perkemahan Batu Kuda,Cagar Alam,Bandung,7500,4.5
1,Margasatwa Muara Angke,Cagar Alam,Jakarta,25000,4.2
1,Indonesia Kaya Park,Taman Hiburan,Semarang,0,4.6
3,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7
1,Pulau Tidung,Bahari,Jakarta,150000,4.5
1,Ledok Sambi,Cagar Alam,Yogyakarta,0,4.6
1,Embung Tambakboyo,Taman Hiburan,Yogyakarta,0,4.4
5,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2
4,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,5000,4.1
1,Pantai Ancol,Bahari,Jakarta,25000,4.4
1,Kampung Tematik Jawi,Budaya,Semarang,0,4.5
1,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8
3,Bukit Bintang,Cagar Alam,Bandung,25000,4.6
2,Sumur Gumuling,Taman Hiburan,Yogyakarta,7000,4.5
1,Kebun Tanaman Obat Sari Alam,Cagar Alam,Bandung,0,4.9
1,Puncak Gunung Api Purba - Nglanggeran,Cagar Alam,Yogyakarta,10000,4.7
1,Taman Spathodea,Taman Hiburan,Jakarta,0,4.6
3,Watu Goyang,Budaya,Yogyakarta,2500,4.4
1,Pemandian Air Panas Ciater,Cagar Alam,Bandung,15000,4.3
2,Umbul Sidomukti,Cagar Alam,Semarang,75000,4.6
4,Museum Perangko,Budaya,Jakarta,5000,4.4
4,Taman Tabanas,Taman Hiburan,Semarang,0,4.4
4,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7
2,Patung Buddha Empat Rupa,Budaya,Surabaya,0,4.3
2,Taman Lapangan Banteng,Taman Hiburan,Jakarta,0,4.7
1,Gereja Perawan Maria Tak Berdosa Surabaya,Tempat Ibadah,Surabaya,10000,4.8
5,Rabbit Town,Taman Hiburan,Bandung,45000,4.0
4,Sindu Kusuma Edupark (SKE),Taman Hiburan,Yogyakarta,20000,4.2
1,Kawasan Punclut,Taman Hiburan,Bandung,20000,4.4
4,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5
2,Wisata Kampung Krisan Clapar,Taman Hiburan,Semarang,10000,4.1
1,Museum TNI AL Loka Jala Crana,Budaya,Surabaya,2000,4.5
2,Taman Pelangi,Taman Hiburan,Surabaya,0,4.5
5,Museum Pendidikan Nasional,Budaya,Bandung,5000,4.6
3,Museum Sonobudoyo Unit I,Budaya,Yogyakarta,5000,4.6
5,Museum Seni Rupa dan Kramik,Budaya,Jakarta,5000,4.4
1,Air Terjun Kedung Pedut,Cagar Alam,Yogyakarta,20000,4.5
1,Waterboom PIK (Pantai Indah Kapuk),Taman Hiburan,Jakarta,300000,4.4
1,Museum Nasional,Budaya,Jakarta,5000,4.6
4,Taman Ayodya,Taman Hiburan,Jakarta,0,4.4
2,Bukit Wisata Pulepayung,Cagar Alam,Yogyakarta,10000,4.5
3,Sunrise Point Cukul,Cagar Alam,Bandung,10000,4.6
5,Pantai Siung,Bahari,Yogyakarta,10000,4.6
1,Kampung Wisata Dipowinatan,Budaya,Yogyakarta,220000,4.5
5,Pantai Sepanjang,Bahari,Yogyakarta,10000,4.4
3,Bendung Lepen,Taman Hiburan,Yogyakarta,0,4.6
1,Kauman Pakualaman Yogyakarta,Budaya,Yogyakarta,0,5.0
2,Taman Barunawati,Taman Hiburan,Surabaya,0,4.2
1,Masjid Salman ITB,Tempat Ibadah,Bandung,0,4.8
3,Museum Kebangkitan Nasional,Budaya,Jakarta,2000,4.7
1,Curug Luhur Waterfall,Cagar Alam,Bandung,5000,4.2
2,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9
1,Kenjeran Park,Taman Hiburan,Surabaya,35000,4.2
2,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,4.7
3,Curug Malela,Cagar Alam,Bandung,10000,4.4
1,Pantai Krakal,Bahari,Yogyakarta,10000,4.5
4,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6
5,Patung Sura dan Buaya,Budaya,Surabaya,0,4.6
5,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3
3,Kampung Pelangi,Taman Hiburan,Semarang,3000,4.3
1,Taman Flora Bratang Surabaya,Taman Hiburan,Surabaya,0,4.6
1,Gedung Sate,Budaya,Bandung,5000,4.6
1,Tektona Waterpark,Taman Hiburan,Bandung,60000,3.8
4,Curug Bugbrug,Cagar Alam,Bandung,7500,4.3
2,Jalan Braga,Budaya,Bandung,0,4.7
1,Taman Kunang-Kunang,Taman Hiburan,Surabaya,0,4.4
5,Taman Barunawati,Taman Hiburan,Surabaya,0,4.2
2,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3
2,Keraton Surabaya,Budaya,Surabaya,0,4.4
4,Masjid Agung Ungaran,Tempat Ibadah,Semarang,0,4.7
1,Curug Dago,Cagar Alam,Bandung,12000,4.0
4,Orchid Forest Cikole,Taman Hiburan,Bandung,50000,4.6
2,Hutan Mangrove Kulon Progo,Bahari,Yogyakarta,5000,4.1
1,Taman Badak,Taman Hiburan,Bandung,0,4.5
3,Taman Budaya Yogyakarta,Budaya,Yogyakarta,0,4.5
2,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,2500,4.4
3,Pantai Jogan,Bahari,Yogyakarta,5000,4.4
2,Kiara Artha Park,Taman Hiburan,Bandung,15000,4.4
1,Hutan Kota Srengseng,Taman Hiburan,Jakarta,1000,4.3
4,Pantai Sundak,Bahari,Yogyakarta,5000,4.5
5,Pulau Pari,Bahari,Jakarta,150000,4.0
2,Pulau Pelangi,Bahari,Jakarta,900000,4.8
1,Curug Cilengkrang,Cagar Alam,Bandung,7500,4.0
3,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2
4,Situs Warungboto,Taman Hiburan,Yogyakarta,0,4.4
1,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5
1,Dusun Bambu,Taman Hiburan,Bandung,25000,4.5
1,Surabaya Museum (Gedung Siola),Budaya,Surabaya,0,4.5
1,Grand Maerakaca,Taman Hiburan,Semarang,15000,4.4
2,Pantai Wediombo,Bahari,Yogyakarta,5000,4.5
4,Sendang Geulis Kahuripan,Cagar Alam,Bandung,10000,4.3
1,Pintoe Langit Dahromo,Cagar Alam,Yogyakarta,2500,4.4
1,Setu Babakan,Budaya,Jakarta,0,4.4
1,Pantai Pulang Sawal,Bahari,Yogyakarta,10000,4.5
1,Candi Donotirto,Budaya,Yogyakarta,0,4.4
2,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9
2,Kebun Binatang Bandung,Cagar Alam,Bandung,20000,4.0
1,Pantai Watu Kodok,Bahari,Yogyakarta,5000,4.6
1,Trans Studio Bandung,Taman Hiburan,Bandung,280000,4.5
1,Bumi Perkemahan Cibubur,Taman Hiburan,Jakarta,10000,4.5
5,Klenteng Sanggar Agung,Budaya,Surabaya,10000,4.5
1,Monumen Yogya Kembali,Budaya,Yogyakarta,15000,4.5
1,Monumen Bandung Lautan Api,Budaya,Bandung,0,4.3
2,Jendela Alam,Taman Hiburan,Bandung,20000,4.4
1,Taman Sungai Mudal,Cagar Alam,Yogyakarta,10000,4.6
1,Tugu Pal Putih Jogja,Taman Hiburan,Yogyakarta,0,4.7
4,Rumah Batik,Budaya,Surabaya,0,4.5
1,Pantai Sadranan,Bahari,Yogyakarta,10000,4.6
5,Taman Jomblo,Taman Hiburan,Bandung,10000,4.1
4,Pasar Tanah Abang,Pusat Perbelanjaan,Jakarta,0,4.0
1,Taman Suropati,Taman Hiburan,Jakarta,0,4.6
4,Masjid Daarut Tauhiid Bandung,Tempat Ibadah,Bandung,0,4.9
1,Pantai Samas,Bahari,Yogyakarta,4000,4.0
4,Pantai Greweng,Bahari,Yogyakarta,5000,4.6
4,Pantai Patihan,Bahari,Yogyakarta,5000,4.1
1,Gua Maria Kerep Ambarawa,Cagar Alam,Semarang,2000,4.8
3,Watu Mabur Mangunan,Cagar Alam,Yogyakarta,2500,4.5
1,Taman Hiburan Rakyat,Taman Hiburan,Surabaya,5000,4.2
2,Semarang Contemporary Art Gallery,Budaya,Semarang,10000,4.6
4,Taman Hutan Tebet,Taman Hiburan,Jakarta,0,4.4
3,Jogja Exotarium,Taman Hiburan,Yogyakarta,20000,4.4
1,Desa Wisata Lembah Kalipancur,Taman Hiburan,Semarang,0,3.9
2,Jakarta Planetarium,Taman Hiburan,Jakarta,12000,4.1
2,Curug Dago,Cagar Alam,Bandung,12000,4.0
4,Taman Impian Jaya Ancol,Taman Hiburan,Jakarta,25000,4.5
4,Kampung Cina,Budaya,Jakarta,15000,4.5
4,Monumen Tugu Pahlawan,Budaya,Surabaya,0,4.7
4,Brown Canyon,Cagar Alam,Semarang,0,4.2
5,Museum Basoeki Abdullah,Budaya,Jakarta,1000,4.6
1,Teras Cikapundung BBWS,Taman Hiburan,Bandung,0,4.3
1,Taman Mundu,Taman Hiburan,Surabaya,0,4.4
2,Pantai Jogan,Bahari,Yogyakarta,5000,4.4
1,Kampoeng Kopi Banaran,Taman Hiburan,Semarang,200000,4.3
5,Museum De Javasche Bank,Budaya,Surabaya,5000,4.6
1,Chingu Cafe Little Seoul,Taman Hiburan,Bandung,50000,4.5
1,Monumen Kapal Selam,Budaya,Surabaya,15000,4.4
3,Goa Rong,Cagar Alam,Semarang,5000,4.3
3,Cibubur Garden Diary (Cibugary),Cagar Alam,Jakarta,50000,4.5
1,Pantai Indrayanti,Bahari,Yogyakarta,10000,4.5
2,Alun-alun Utara Keraton Yogyakarta,Budaya,Yogyakarta,0,4.6
1,Desa Wisata Rumah Domes/Teletubbies,Taman Hiburan,Yogyakarta,5000,4.1
2,Jogja Bay Pirates Adventure Waterpark,Taman Hiburan,Yogyakarta,150000,4.4
5,Pemandian Air Panas Cimanggu,Cagar Alam,Bandung,23000,3.9
2,Tafso Barn,Cagar Alam,Bandung,0,4.2
5,Candi Prambanan,Budaya,Yogyakarta,50000,4.7
3,Taman Pelangi Yogyakarta,Taman Hiburan,Yogyakarta,15000,4.3
5,Gereja Katedral Santo Petrus Bandung,Tempat Ibadah,Bandung,0,4.8
3,"Bukit Paralayang, Watugupit",Cagar Alam,Yogyakarta,5000,4.7
2,Kawasan Malioboro,Taman Hiburan,Yogyakarta,0,4.8
1,Ekowisata Mangrove Wonorejo,Cagar Alam,Surabaya,0,4.3
1,Masjid Kapal Semarang,Tempat Ibadah,Semarang,0,4.1
3,Pulau Pari,Bahari,Jakarta,150000,4.0
